"COEF","R4","R11","R23","R30","R31","R32","R35","R36","R37","R38","R39","R40","R41","R47","R48","R49","R50","R51","R52","R55","R56","R57","R58","R59","R60","R61","R62","R71","R72","R73","R75","R76","R81","R82","R83","R84","R85","R86","R87","R88","R89","R90","R91","R92","R93","R94","R95","R100","R101","R102","R103","R104","R105","R106","R107","R108","R109","R112","R113","R114","R115","R116","R117","R118","R119","R120","R121","R122","R123","R124","R125","R128","R129","R132","R133","R134","R135","R136","R137","R138","R139","R140","R141","R142","R143","R144","R145","R146","R147","R148","R149","R150","R151","R152","R153","R154","R155","R156","R157","R160","R161","R162","R163","R164","R165","R166","R167","R168","R169","R170","R171","R172","R173","R174","R175","R176","R177","R178","R179","R180","R181","R182","R183","R184","R185","R186","R187","R190","R191","R192","R193","R194","R195","R196","R197","R198","R199","R200","R201","R202","R203","R204","R205","R206","R207","R701","R601","R604","R606","R607","R613","R614","R501","R502","R503","R504","R505","R506","R507","R508","R509","R510","R511","R512","R513","R514","R515","R516","R517","R518","R519","R520","R521","R522","R523","R524","R525","R401","R402","R403","R404","R405","R406","R407","R408","R409","R410","R411","R412","R413","R414","R415","R416","R417","R418","R419","R420","R421","R422","R423","R424","R425","R426","R427","R428","R429","R430","R431","R432","R433","R434","R435","R436","R301","R302","R303","R304","R305","R306","R307","R308","R309","R310","R311","R312","R313","R314","R315","R316","R317","R318","R319","R320","R321","R322","R323","R324","R325","R326","R327","R328","R329","R330","R331","R332","R333","R334","R335","R336","R337","R338","R339","R340","R341","R342","R343","R344","R345"
"(Intercept)",155.885636047535,498.610290644711,78.4884189379576,60.8336157307039,231.684438278216,267.627758948249,4960.1618620863,668.706619066564,628.694706040638,15027.6857311596,15490.0615944983,3202.12977675081,3262.67135459167,1148.01184597878,1092.92492080533,185.661713653536,135.368767475155,-3621.45962019288,-4435.73089597917,369.8557543007,416.178191190164,1371.37483717942,1309.24015618766,1598.89898200038,1545.4109542678,911.153245635517,924.189992905683,1389.70401961546,965.73039247234,800.376629589921,65.7870999795357,53.7506749133454,-12412.2886388684,-12182.2813586994,-1846.92833135943,-2823.00170752076,-3638.57431178196,-4491.492981083,-2436.35858667678,-3244.68341658916,107.519059919608,146.710755214873,119.092524297832,162.577790079565,9.88194283104708,40.9911824197887,-460.976531429576,-841.528634843305,-1199.02265485517,465.05158263537,421.294155585679,-323.394561437181,7.50360053912576,-557.092470100907,-499.755811991297,-138.730825269396,131.784357295991,-737.576695650244,-288.683635214667,-207.34538952812,-147.497954852526,489.535211027854,554.71134231454,-12.7382470244598,-197.216958093614,-773.646300055058,-785.873524022944,-488.761739318124,145.164142830707,197.956963036994,151.239230785803,-613.374166037278,-564.854544110882,-105.752437601559,-29.6333783000543,-513.828195688805,-861.141227777963,-64.0931027359011,-204.41634979083,19.9452024955026,199.719468978867,-310.737179654443,-285.661445448986,-3242.36266828167,-2896.84126436816,-631.334615267567,-746.155467087635,-238.408081016403,96.687127062578,-100.815557501475,-181.553936099386,-30.1564021274366,58.4989427692331,-1123.10993551853,-485.273107095789,-698.020271599065,-817.536117165676,-644.223287345184,-1004.2524266015,-408.969248503045,-237.95381481842,-37.1752690431166,-150.835961143663,-61.0790800447287,-72.6210744841162,-570.992893037871,-548.412076399646,-2277.93697950447,-2018.53482147831,823.789883726526,843.912049167026,-186.875484675484,-128.874003857342,-617.323031430768,-751.287221018334,736.207890208573,1228.3199528143,-132.130599304755,-397.234234345381,-34.6759488566544,-87.7829125229442,7.03099565640736,157.474299976863,-276.71270909968,-239.715204700646,-514.988601708665,-404.318073946625,-452.461473062345,-200.976676897668,22.6096635070641,-68.599071853051,732.629734737014,343.26633936856,732.89332364823,525.256023900786,662.734626615848,245.267961278958,-344.690899951029,249.528010256443,272.415710606696,468.934227263343,369.083405696328,-45.9893873899063,-361.888998882133,-466.906219403125,-16520.0402565378,20251.1302290851,-34649.6682393608,9689.90967270029,-18204.3183886806,7405.4095147075,-15984.3733192524,-460.976531429576,40138.3594986786,11494.2422285679,-38863.0987320579,-228.343101425556,-9999.65749692345,-9817.33036451779,-8497.07674970901,-7081.6641083512,18752.7329490899,5736.9771308645,-18654.2859909515,-149.091870794355,-5727.81676157315,-5374.48329719064,-4022.63086833152,-4300.36212850399,18229.8155079105,5757.26509770373,-20208.8127411075,-79.2512306311722,-4271.84073535052,-4442.84706732775,-4474.44588137774,-3435.79790653933,4903.37229863376,3144.30993626815,586.77325476273,-14268.5287344918,-24594.5699975669,-228.343101425556,-5329.72745804356,-4669.93003888029,-1687.26307165245,-8130.06729286564,-2816.03474644432,-5681.0420032664,2414.94666914917,1545.4109542678,350.279727714235,-6472.00463225217,-12182.2813586994,-149.091870794355,-2904.81505405223,-2823.00170752076,-882.990316107564,-4491.492981083,-777.947451741721,-3244.68341658916,2488.42562948462,1598.89898200038,236.493527048544,-7796.52410223915,-12412.2886388684,-79.2512306311722,-2424.91240399132,-1846.92833135943,-804.272755545374,-3638.57431178196,-2038.0872947019,-2436.35858667678,-1255.48620102872,570.596249688252,-8186.2739774634,-2792.53901725395,-2604.82578843202,-2940.29158766162,2711.94848623598,-646.923063321472,-2946.04515890118,-1736.75923582106,2891.57822293051,-4578.8412945837,-343.59759648745,-1004.75515649072,-1467.68199346517,-497.459856534471,292.420151728349,-3995.66358832975,-1034.11352478939,-1237.18781432664,-1547.71526227593,1398.62339148156,-237.95381481842,-1790.00641389921,-876.854825334551,1317.09844147052,-2200.08875757773,145.164142830707,-128.707257946129,-794.404336626702,-758.026344494219,278.176097959852,-4190.61038913414,-1758.42549246498,-1367.63797410552,-1392.57632538564,1313.32509475441,-408.969248503045,-1156.03874500177,-859.904410486499,1574.47978146053,-2378.75253700593,-488.761739318124,-876.047898545132,-673.277656838483
"SEXM",198.393675944699,140.094033191941,-12.0344060676676,-10.0135719689766,10.4256019477885,23.3104010321989,268.006062919574,-89.8240815696323,-87.1414974278578,1357.32167623879,1150.4905594824,-112.755570328114,-129.770154449601,-20.8578583192939,-23.098664742604,85.723159041154,82.2055019542519,1095.83992469293,1145.18878933987,-11.0794152740431,-1.69911364226648,58.8056490583212,52.6198552278583,-52.8660477228814,-90.5682506093619,55.184663093719,52.9184693823072,-5.7132423722203,-6.7792934769001,90.9402541776339,-9.76752490817338,-17.4864731632536,-2317.89843677361,-2365.3325365607,6.45161421829751,-72.5540073820982,-658.770004384859,-954.671099327585,-80.2387775207213,-89.0899858833003,-1.17872154309969,-3.38140825148729,-63.1758153191157,-44.0991675340545,-61.2660755449086,-56.2936285326708,-238.222252968489,-279.15468179417,-272.613019867048,-32.3829503247877,-47.881359051586,-81.6895737072912,-6.09641456529704,-396.117158232398,-288.565170102282,-37.0033007238765,-43.6253081234737,-172.832974692791,-101.229821837001,97.2130085658371,145.018776761714,141.675515640675,103.263181128335,-36.6833047711655,-72.2374569124361,-190.985797342402,-230.682143397002,222.029425070266,103.056546848491,-25.8178929764058,-17.6180131518548,75.688511213541,-6.71084410819283,172.383648026497,222.448245965988,62.7640572143065,-138.793863354257,-41.5095905297286,-83.2567208299592,-179.009679402048,-160.283780101701,-42.5156692773337,-35.7611909684201,-580.713605286742,-585.339448944674,-153.390116361795,-128.289115802615,-113.729915927284,-34.8229126923801,-29.1939924470493,-50.3619276457235,-12.2324637983424,12.6429066180232,-318.087054768521,-251.304278507381,-92.2950440170927,-229.301930753814,-26.0070338416431,-39.8046285043373,35.6459011300322,98.5423117349217,-154.26569084902,-148.80827342967,-19.3011785415645,-18.8935833647279,-46.1194456226702,-11.1586301267024,-285.684960081643,-217.663027365667,108.169793996022,94.0087843616143,-85.8338048889732,-108.667667561714,-101.159286050438,-89.4873833069657,-390.672452025746,-352.476985423074,47.7295381205507,-10.5936521142381,-71.007089577407,-95.4253258543318,-113.786491420702,-154.925181908151,-38.7905100406572,0.868211177957723,-44.4138043524466,-19.1840724238315,-254.124616480574,-262.804822060049,-49.4413535452928,-93.3441785374636,-183.594261357977,-194.780207150059,-9.70384915980934,-101.503491661995,-160.422786520911,-253.20630821549,-174.591585452015,-66.5745858782214,46.2895791302266,160.782867840926,-60.1708799380459,-152.545447043613,-62.4611757348274,-34.0134603355579,-10221.019036926,-6102.32728840084,-7134.14289561012,-3265.87160810159,-3662.27351853906,-2914.90339862727,-3233.6471241028,-238.222252968489,2343.73422927213,-510.670214875201,-9680.02045067437,-501.221961787685,-236.061378185369,-4416.18034028052,-105.930946987419,2747.44508416487,1020.72040503279,-250.132571357401,-4878.17365255107,-246.783464605496,-287.720170440359,-2311.72472522988,-27.2494168718925,1227.39429129412,1244.56610591072,-260.537643517808,-4801.84679812311,-254.438497182181,51.6587922549045,-2104.45561505062,-78.681530115658,1181.56308373409,-100.366581664271,-143.434298332245,-229.394816725337,-4996.7894773399,-4683.23097333424,-501.221961787685,-169.958985021634,-66.102393163803,-2802.73923656798,-1613.44110371241,63.3978164163754,-169.328763404037,-46.2343278112458,-90.5682506093619,-103.774204318212,-2512.84111599041,-2365.3325365607,-246.783464605496,-215.166163058245,-72.5540073820982,-1357.0536259023,-954.671099327585,61.840569011522,-89.0899858833003,-54.1322538530244,-52.8660477228814,-125.620612407117,-2483.9483613493,-2317.89843677361,-254.438497182181,45.2071780365718,6.45161421829751,-1445.68561066573,-658.770004384859,1.55724740498143,-80.2387775207213,-323.969242245621,-274.765781827065,-2927.34716000697,-897.077065689235,-573.630227570789,-948.339236914338,447.117275126665,134.188212864963,-389.72056822684,85.5733703402157,-2219.835329028,-582.903907540079,325.085971918751,39.1411948625154,-300.829350364825,-134.769700201868,-156.549026613297,-1553.99890014794,-404.568826970918,-262.954662056407,-444.055430095453,197.271965489947,98.5423117349217,-276.308080077143,-37.4003947160195,-1089.02867089089,-268.024955011382,103.056546848491,87.354597174861,-128.570575011927,-189.199542043746,-118.216755213765,-1373.34825985904,-492.50823871834,-310.675565514396,-504.283806818883,249.845309636693,35.6459011300322,-113.412488149712,122.973765056244,-1130.80665813704,-314.878952528684,222.029425070266,-48.213402312386,-172.258775352892
"ICV",0.000554015999815966,0.000794852272739694,0.000258866027357137,0.000294509740125436,0.000581500970533389,0.000559702274356729,0.0109930474645128,0.00188240919283174,0.0018803750031222,0.0258987126514157,0.025166537276493,0.00810356693306853,0.00815910951958972,0.00195663769286036,0.00181838158267606,8.05700471693529e-05,7.7522471434254e-05,0.00957908174495881,0.0108928100891698,0.000737879784106722,0.000701483480971188,0.0020200882025895,0.00209555913039389,0.00425175499196796,0.00448779469572027,0.00263786435895814,0.00275276972635883,0.00231150995377862,0.000780090169852286,0.00144570245299581,0.000359727596207661,0.000367227173030258,0.0795861112171135,0.0774296924015953,0.0188629292724877,0.0191551503086334,0.0361064094651937,0.0392480680720699,0.041658891856593,0.0415570164054223,0.000246083674784927,0.000284081066225987,0.00224352598741325,0.00189410111537818,0.00163602424045306,0.00158427560555031,0.00881808441331513,0.00357234960414644,0.00423861610099037,0.00260117014783495,0.0025936882823717,0.0016262010968076,0.00117846817936331,0.00763662874249347,0.00684502349795448,0.00228436988187187,0.002118820286822,0.00335542522604078,0.0028557898281161,0.00370138910544385,0.00351176518552016,0.00128552402771665,0.00118744043263905,0.00119065232017212,0.00142588558373918,0.00263780527392497,0.00270041723111216,0.00624560212707388,0.00576034270594219,0.00144006573490295,0.0013333680841317,0.00447560177811824,0.00435910318821956,0.00865834484153244,0.0080972239114227,0.00682116471742133,0.00678341844884714,0.00146253711869062,0.00170578380986964,0.00330343511824967,0.00300035894163346,0.00157955724918578,0.0014881169672168,0.0146292433618782,0.0145324968451644,0.00398612836837844,0.00477104367724555,0.00320303755721809,0.00293214086945806,0.000720174402960867,0.00077308680873963,0.00198581328663605,0.00165404948717363,0.0059115456658051,0.00482611524777572,0.010479442062268,0.0103648201504178,0.00250634843649753,0.00288572134479996,0.00321719339721213,0.00325017552315935,0.00223080746067243,0.00228997378967573,0.00101858947691842,0.00104916101659766,0.00318671830240039,0.00334259153856491,0.00982291298230065,0.0096017245914254,0.00188665184048141,0.0019339473877956,0.00169405736515253,0.00160154726545366,0.00169838301227333,0.00209810478838425,0.0061394634122357,0.00635537482600834,0.00220740520290678,0.00243230206938121,0.00121408292346784,0.00138697464883886,0.00861915222779513,0.00834098670572473,0.00134566813948854,0.00148410132535312,0.00124328492307749,0.00115806577484393,0.00957503921117193,0.00948140981981991,0.00312212522695928,0.00365336682531195,0.00504681695630909,0.00508886777249447,0.0019841298394087,0.00184139948940565,0.00588881753709157,0.0062650869263852,0.00525003113638362,0.00469312466190138,0.00627227613895877,0.00593362797575598,0.00192483812420156,0.00242741916680221,0.00117711455495681,0.00136094290860682,0.888850604312862,0.463914948582857,0.391963755640205,0.228357452674443,0.192064264220824,0.231020193331786,0.191081407006066,0.00881808441331513,0.0718652289571934,0.0321419892286562,0.305731197526424,0.0269376332946179,0.0965158522494925,0.145538455993663,0.162939628474383,0.0219788526252879,0.0333256467960827,0.015959991290728,0.151188350039083,0.0137029544016234,0.0486765974526529,0.0741772324950776,0.0806381746936612,0.0109703325606041,0.0340022795844843,0.0161819979379284,0.15454284748734,0.0132346788929945,0.0478392547968397,0.071361223498585,0.0823014537807227,0.00965965179212813,0.00987117056149783,0.00873954968768824,0.00788809168980571,0.148715393907715,0.157015803618709,0.0269376332946179,0.0584977726683716,0.0380180795811212,0.0701839784563988,0.0753544775372637,0.0797237202123692,0.0832159082620153,0.00497192735461273,0.00448779469572027,0.00376245778715448,0.0737586576374877,0.0774296924015953,0.0137029544016234,0.0295214471440194,0.0191551503086334,0.0349291644230076,0.0392480680720699,0.0390811582882386,0.0415570164054223,0.0048992432068851,0.00425175499196796,0.00412563390265121,0.0749567362702261,0.0795861112171135,0.0132346788929945,0.0289763255243521,0.0188629292724877,0.0352548140333914,0.0361064094651937,0.0406425619241301,0.041658891856593,0.0167478759036953,0.00849046306081282,0.0814573397114593,0.0293954744730202,0.0126242407587257,0.0206440696059852,0.00629356368863265,0.00646736892037146,0.0268094761220736,0.0252209276259265,0.0492660796709725,0.0209178987854266,0.0120059448330162,0.0597488908786409,0.00796888450071197,0.00824869492807223,0.00419523554782535,0.040821864574897,0.0141130823864537,0.00637978020023953,0.0105815665811888,0.00312138782043466,0.00325017552315935,0.0138572676996707,0.0124140039211894,0.0245543530228424,0.010374811400165,0.00576034270594219,0.0290887966994979,0.00423201888279878,0.00849918097562305,0.0042952275129875,0.0406354751365626,0.0152823920865667,0.00624446055848624,0.0100625030247965,0.00317217586819805,0.00321719339721213,0.0129522084224029,0.0128069237047371,0.0247117266481299,0.0105430873852615,0.00624560212707388,0.030660094179143,0.0037368656179132
